Plot_Number,Owner_Name,NRC_Number,Location,Plot_Size_sq_m,Land_Use,Title_Deed,Tenure,Registration_Date,Encumbrances,GPS_Coordinates,Ground_Rent_Status
NDL-0537,Chibwe Chola,196238/31/7,Town Centre,800,Residential,TDR-2016-7413,Freehold,2023-09-07,None,"-12.987773,28.674923",Arrears
NDL-0538,Nelson Chanda,458741/19/7,Kabushi,1798,Mixed Use,TDR-2023-7332,Leasehold (50 yrs),2006-08-02,None,"-12.983518,28.651841",Paid
NDL-0539,Moses Kaluba,530510/44/9,Chililabombwe Road,1000,Commercial,TDR-2018-7469,Leasehold (65 yrs),2020-11-17,None,"-12.992775,28.635773",Paid
NDL-0540,James Lungu,787042/11/6,Ndeke,1333,Mixed Use,TDR-2024-6926,State Land,2017-07-22,None,"-12.989203,28.674060",Paid
NDL-0541,PanAfrican Cement Resources,747841/50/7,Chipulukusu,1503,Mixed Use,TDR-2018-1326,Freehold,2011-11-03,None,"-12.983135,28.655214",Paid
NDL-0542,Mercy Kaunda,459181/24/4,Lubuto,3000,Industrial,TDR-2010-2127,Freehold,2013-04-08,None,"-12.994385,28.664233",Paid
NDL-0543,Mercy Chola,915671/27/1,Twapia,10000,Agricultural,TDR-2011-3353,Leasehold (50 yrs),2007-02-01,None,"-12.995995,28.658177",Paid
NDL-0544,Mutale Mulilo,839593/27/2,Masala,450,Residential,TDR-2017-2235,Leasehold (50 yrs),2008-02-24,Boundary_Dispute,"-12.982794,28.634624",Paid
NDL-0545,Patricia Kaluba,428743/18/7,Chifubu,200,Residential,TDR-2007-9316,Leasehold (65 yrs),2012-11-14,None,"-12.963601,28.663880",Paid
NDL-0546,ZamBuild Co,328564/15/3,Twapia,2000,Industrial,TDR-2005-8828,Leasehold (50 yrs),2011-09-08,None,"-12.986126,28.634215",Paid
NDL-0547,Victor Chola,319125/43/4,Lubuto,20000,Agricultural,TDR-2024-5199,State Land,2015-04-04,None,"-12.963959,28.637222",Paid
NDL-0548,Joseph Mulilo,292674/35/3,Mapalo,3000,Industrial,TDR-2013-9001,Leasehold (99 yrs),2011-04-26,None,"-12.982056,28.668877",Arrears
NDL-0549,George Kaunda,148586/31/3,Chipulukusu,10000,Industrial,TDR-2019-2991,Freehold,2006-06-08,None,"-12.964412,28.648063",Paid
NDL-0550,Victor Phiri,759865/31/2,Itawa,1000,Commercial,TDR-2016-7040,Leasehold (50 yrs),2015-02-09,None,"-12.967822,28.663435",Paid
NDL-0551,Chibwe Chola,264388/10/6,Chifubu,5000,Industrial,TDR-2024-6804,Freehold,2010-02-20,None,"-12.981154,28.669429",Paid
NDL-0552,James Sitali,626096/30/2,Industrial Area,1880,Mixed Use,TDR-2009-4155,Leasehold (50 yrs),2015-11-02,None,"-12.973648,28.647726",Paid
NDL-0553,Mutale Mwape,505056/17/4,Kabushi,300,Commercial,TDR-2013-4550,Freehold,2006-02-04,None,"-12.983228,28.621906",Paid
NDL-0554,Chibwe Kapasa,472543/32/8,Town Centre,250,Commercial,TDR-2009-7612,Leasehold (99 yrs),2015-04-28,None,"-12.986388,28.654650",Arrears
NDL-0555,Mulenga Phiri,208135/50/5,Masala,10000,Agricultural,TDR-2009-4661,Leasehold (99 yrs),2019-08-04,None,"-12.964584,28.673516",Paid
NDL-0556,Moses Mwape,148325/12/3,Masala,5000,Agricultural,TDR-2013-4306,State Land,2007-02-01,None,"-12.993522,28.662306",Paid
NDL-0557,Victor Lungu,516544/27/1,Kitwe Road,450,Residential,TDR-2020-5389,State Land,2007-04-07,None,"-12.986445,28.663038",Paid
NDL-0558,Kansenshi Traders Group,737782/10/4,Mapalo,20000,Industrial,TDR-2020-9204,Leasehold (99 yrs),2006-05-20,None,"-12.985051,28.674345",Paid
NDL-0559,Victor Mumba,743879/37/3,Kitwe Road,350,Residential,TDR-2015-7699,Leasehold (99 yrs),2011-08-15,Double_Allocation,"-12.986973,28.625192",Paid
NDL-0560,Faith Tembo,962466/22/1,Mapalo,1500,Commercial,TDR-2015-3372,Leasehold (99 yrs),2010-04-07,None,"-12.967405,28.667659",Paid
NDL-0561,George Mumba,302326/34/2,Kitwe Road,3000,Industrial,TDR-2010-8337,Leasehold (50 yrs),2005-09-06,None,"-12.997256,28.674420",Paid
NDL-0562,Mulenga Mulenga,143001/35/4,Mushili,400,Commercial,TDR-2018-8287,Leasehold (50 yrs),2006-09-30,None,"-12.989226,28.649155",Paid
NDL-0563,Moses Sichone,527140/25/8,Itawa,3000,Industrial,TDR-2024-2416,Leasehold (65 yrs),2022-03-16,None,"-12.986512,28.622965",Paid
NDL-0564,Patrick Chanda,795924/11/2,Ndeke,1290,Mixed Use,TDR-2024-3036,Leasehold (50 yrs),2017-07-09,None,"-12.985464,28.660929",Paid
NDL-0565,Angela Sichone,171727/46/5,Chipulukusu,600,Residential,TDR-2016-3369,Freehold,2013-05-29,None,"-12.983606,28.655769",Paid
NDL-0566,Samuel Ndalama,735901/44/5,Chifubu,800,Residential,TDR-2006-2922,State Land,2013-11-28,None,"-12.980633,28.635608",Paid
NDL-0567,James Mwape,414604/29/2,Twapia,2000,Industrial,TDR-2021-1899,State Land,2010-08-04,None,"-12.980325,28.623484",Paid
NDL-0568,Patricia Mwanza,580726/20/2,Twapia,933,Mixed Use,TDR-2023-9616,Leasehold (65 yrs),2021-11-07,None,"-12.981003,28.646188",Paid
NDL-0569,Ndola Minerals Enterprises,289437/29/3,Mapalo,10000,Industrial,TDR-2017-1720,State Land,2010-07-18,None,"-12.984632,28.671835",Paid
NDL-0570,Thandiwe Chola,141257/26/3,Railway Line,972,Mixed Use,TDR-2009-2319,Leasehold (99 yrs),2020-09-22,None,"-12.990333,28.641814",Arrears
NDL-0571,Chibwe Mumba,195747/20/1,Masala,1665,Mixed Use,TDR-2023-9435,Leasehold (50 yrs),2005-01-30,None,"-12.976141,28.660175",Paid
NDL-0572,James Ndalama,961109/30/3,Mushili,400,Commercial,TDR-2006-6120,Leasehold (50 yrs),2007-07-05,None,"-12.964294,28.662935",Arrears
NDL-0573,Brian Sichone,760065/11/5,Railway Line,400,Commercial,TDR-2020-2330,Leasehold (50 yrs),2012-05-22,None,"-12.978004,28.657054",Paid
NDL-0574,Copperbelt Logistics Holdings,721560/46/6,Garden,1500,Commercial,TDR-2011-1260,Leasehold (99 yrs),2008-10-29,None,"-12.968623,28.651527",Paid
NDL-0575,Mukuka Mumba,690674/34/9,Town Centre,8000,Agricultural,TDR-2014-1004,Leasehold (65 yrs),2012-02-05,None,"-12.969455,28.635641",Paid
NDL-0576,Central Agro Group,500595/15/3,Chililabombwe Road,200,Residential,TDR-2016-1064,Leasehold (50 yrs),2009-02-21,None,"-12.995369,28.652649",Paid
NDL-0577,UrbanDevelopers Enterprises,895599/45/5,Chililabombwe Road,3000,Industrial,TDR-2019-2906,Freehold,2019-12-26,None,"-12.971359,28.666018",Paid
NDL-0578,Michael Sichone,715296/14/4,Itawa,2000,Industrial,TDR-2012-8523,Leasehold (99 yrs),2016-04-01,None,"-12.974127,28.647490",Paid
NDL-0579,UrbanDevelopers Group,279858/49/7,Lubuto,8000,Agricultural,TDR-2014-1348,State Land,2009-03-05,None,"-12.973659,28.624792",Paid
NDL-0580,Patricia Lungu,297040/17/3,Mushili,487,Mixed Use,TDR-2015-2587,Leasehold (65 yrs),2013-10-04,None,"-12.969242,28.660872",Paid
NDL-0581,Moses Chanda,431085/19/1,Twapia,800,Residential,TDR-2022-9663,State Land,2007-12-12,None,"-12.965772,28.647238",Paid
NDL-0582,George Zulu,359244/28/5,Garden,1500,Commercial,TDR-2024-2510,Leasehold (65 yrs),2006-06-11,None,"-12.986749,28.651899",Paid
NDL-0583,ZamBuild Resources,136252/27/1,Town Centre,1000,Residential,TDR-2016-9052,Leasehold (65 yrs),2006-10-29,None,"-12.966955,28.624223",Paid
NDL-0584,Samuel Phiri,963834/12/5,Industrial Area,1500,Commercial,TDR-2018-4231,Freehold,2017-10-27,Caveat,"-12.963638,28.660387",Arrears
NDL-0585,Mukuka Tembo,653246/14/2,Masala,5000,Agricultural,TDR-2007-3615,Leasehold (99 yrs),2011-07-04,None,"-12.997156,28.630262",Paid
NDL-0586,Central Agro Holdings,243677/12/2,Chililabombwe Road,350,Residential,TDR-2018-4958,State Land,2024-10-17,Double_Allocation,"-12.996242,28.631164",Paid
NDL-0587,Ndola Minerals PLC,852298/22/8,Chililabombwe Road,1801,Mixed Use,TDR-2005-8922,Leasehold (50 yrs),2014-10-01,None,"-12.972481,28.663638",Arrears
NDL-0588,James Sitali,211533/48/7,Lubuto,3000,Industrial,TDR-2017-1250,Freehold,2021-07-08,None,"-12.971010,28.661475",Arrears
NDL-0589,Ndola Estate Industrial,952028/19/9,Garden,1753,Mixed Use,TDR-2019-7697,Leasehold (65 yrs),2018-01-30,None,"-12.992609,28.659398",Arrears
NDL-0590,Chanda Zulu,986755/29/9,Twapia,1799,Mixed Use,TDR-2017-5734,Leasehold (99 yrs),2013-06-21,None,"-12.997580,28.659536",Paid
NDL-0591,Copperbelt Logistics PLC,376179/48/7,Itawa,5000,Agricultural,TDR-2007-2082,Leasehold (65 yrs),2011-04-15,None,"-12.995052,28.664774",Paid
NDL-0592,Simon Sitali,583730/14/5,Town Centre,1647,Mixed Use,TDR-2023-6738,Leasehold (65 yrs),2013-02-20,Boundary_Dispute,"-12.977120,28.657303",Paid
NDL-0593,Michael Mumba,436013/31/9,Lubuto,500,Commercial,TDR-2019-1182,Freehold,2007-01-03,None,"-12.975396,28.649665",Paid
NDL-0594,Nchimunya Lungu,338038/29/4,Kabushi,1852,Mixed Use,TDR-2012-3167,Leasehold (65 yrs),2013-10-08,None,"-12.996848,28.673721",Arrears
NDL-0595,Angela Ndalama,588484/21/9,Ndeke,1500,Agricultural,TDR-2006-2213,Leasehold (50 yrs),2018-02-06,Auctioned,"-12.973319,28.641506",Paid
NDL-0596,Brian Chola,597077/21/6,Garden,1500,Agricultural,TDR-2013-1739,Leasehold (50 yrs),2005-12-19,None,"-12.995313,28.662231",Paid
NDL-0597,Joseph Sichone,357241/23/1,Itawa,1200,Commercial,TDR-2006-3403,Freehold,2010-12-24,None,"-12.995940,28.655328",Paid
NDL-0598,Nchimunya Zulu,563006/12/9,Industrial Area,834,Mixed Use,TDR-2009-4696,Freehold,2007-02-24,None,"-12.991581,28.626799",Paid
NDL-0599,George Sitali,246237/42/7,Ndeke,800,Residential,TDR-2020-1639,Leasehold (50 yrs),2011-03-24,None,"-12.997489,28.625546",Paid
NDL-0600,ZamBuild Holdings,903528/22/6,Garden,954,Mixed Use,TDR-2016-2470,State Land,2014-05-08,None,"-12.989849,28.651256",Paid
NDL-0601,Peter Mumba,193412/35/5,Itawa,500,Commercial,TDR-2023-2988,Freehold,2010-07-29,None,"-12.984583,28.658036",Paid
NDL-0602,Chanda Banda,753678/20/7,Masala,8000,Agricultural,TDR-2014-7093,Leasehold (99 yrs),2024-04-17,None,"-12.972077,28.659111",Paid
NDL-0603,Nelson Tembo,591786/43/9,Kitwe Road,2000,Agricultural,TDR-2010-9066,Leasehold (65 yrs),2014-02-22,None,"-12.989295,28.625029",Paid
NDL-0604,Nchimunya Phiri,165967/13/4,Mushili,1500,Agricultural,TDR-2020-4277,Freehold,2020-02-29,Double_Allocation,"-12.979612,28.656698",Paid
NDL-0605,Peter Tembo,238660/29/8,Mapalo,300,Residential,TDR-2021-2872,Leasehold (50 yrs),2012-08-20,None,"-12.960866,28.669271",Paid
NDL-0606,Chipo Tembo,278101/28/4,Masala,349,Mixed Use,TDR-2013-5373,Leasehold (99 yrs),2012-10-09,None,"-12.976010,28.646479",Paid
NDL-0607,James Sichone,439063/43/7,Kansenshi,600,Residential,TDR-2008-4773,Leasehold (65 yrs),2006-09-27,None,"-12.989876,28.662418",Arrears
NDL-0608,Patrick Phiri,922081/46/1,Mushili,20000,Industrial,TDR-2018-6818,Leasehold (99 yrs),2009-10-02,None,"-12.975327,28.641015",Paid
NDL-0609,Memory Chola,472825/45/7,Itawa,1756,Mixed Use,TDR-2012-1773,Leasehold (50 yrs),2024-12-27,None,"-12.972617,28.673685",Paid
NDL-0610,Central Agro PLC,240782/10/9,Kitwe Road,1938,Mixed Use,TDR-2007-7461,Leasehold (50 yrs),2019-01-05,None,"-12.960088,28.651958",Paid
NDL-0611,Brian Sichone,749335/38/8,Mapalo,250,Commercial,TDR-2022-9716,Leasehold (65 yrs),2024-03-24,None,"-12.970576,28.630271",Arrears
NDL-0612,Kansenshi Traders Holdings,509874/20/5,Garden,800,Residential,TDR-2011-6913,Freehold,2008-04-26,None,"-12.961355,28.657263",Paid
NDL-0613,GreenFields Enterprises,187944/35/5,Town Centre,10000,Agricultural,TDR-2006-1566,Freehold,2006-07-26,None,"-12.973750,28.669213",Paid
NDL-0614,Ndola Minerals Co,217841/27/1,Ndeke,8000,Industrial,TDR-2011-1595,Leasehold (99 yrs),2010-01-03,None,"-12.967260,28.624161",Arrears
NDL-0615,Michael Ndalama,190679/41/6,Ndeke,300,Residential,TDR-2008-7769,State Land,2007-08-31,None,"-12.984109,28.653533",Paid
NDL-0616,Joseph Mumba,511973/37/2,Chililabombwe Road,2000,Industrial,TDR-2019-5143,Leasehold (50 yrs),2014-02-19,None,"-12.990838,28.659063",Paid
NDL-0617,Thandiwe Phiri,280576/20/1,Itawa,1299,Mixed Use,TDR-2019-3373,Leasehold (99 yrs),2008-12-10,None,"-12.969192,28.638091",Paid
NDL-0618,Moses Mwape,815222/14/8,Itawa,300,Residential,TDR-2020-4995,Freehold,2018-01-27,None,"-12.993410,28.669545",Paid
NDL-0619,Mutale Lungu,568146/32/2,Kitwe Road,10000,Industrial,TDR-2017-5879,Leasehold (65 yrs),2022-05-04,Boundary_Dispute,"-12.967317,28.667683",Paid
NDL-0620,Brian Phiri,430057/27/2,Industrial Area,1000,Residential,TDR-2016-4836,Leasehold (65 yrs),2020-01-19,None,"-12.972867,28.643158",Paid
NDL-0621,Brian Mulenga,973614/13/3,Twapia,876,Mixed Use,TDR-2007-7318,Leasehold (50 yrs),2014-07-06,None,"-12.983080,28.626566",Paid
NDL-0622,Mukuka Mumba,780431/22/3,Garden,638,Mixed Use,TDR-2005-5607,Leasehold (50 yrs),2014-11-17,None,"-12.991580,28.633109",Paid
NDL-0623,Chileshe Mumba,302871/22/4,Mapalo,760,Mixed Use,TDR-2006-5097,Freehold,2007-10-18,None,"-12.968713,28.656707",Paid
NDL-0624,Victor Phiri,760100/27/3,Ndeke,500,Residential,TDR-2018-4715,Leasehold (50 yrs),2016-12-17,None,"-12.970749,28.621011",Paid
NDL-0625,David Ndalama,546789/10/2,Lubuto,594,Mixed Use,TDR-2005-7333,Freehold,2016-07-21,Auctioned,"-12.969075,28.641038",Paid
NDL-0626,Simon Tembo,667201/29/5,Chipulukusu,700,Residential,TDR-2006-8314,Leasehold (99 yrs),2005-11-07,Caveat,"-12.977934,28.663750",Paid
NDL-0627,Chibwe Phiri,496151/46/4,Kabushi,20000,Agricultural,TDR-2022-1581,Freehold,2023-08-26,None,"-12.991390,28.662578",Paid
NDL-0628,Patricia Mulilo,791931/15/1,Kitwe Road,3000,Industrial,TDR-2017-6859,Freehold,2023-04-15,None,"-12.990931,28.666797",Paid
NDL-0629,Kansenshi Traders Resources,494106/43/3,Northrise,1105,Mixed Use,TDR-2020-3562,Leasehold (99 yrs),2012-04-07,None,"-12.979406,28.625211",Paid
NDL-0630,Chibwe Mwape,784485/33/5,Town Centre,800,Commercial,TDR-2018-1227,Leasehold (65 yrs),2014-06-14,None,"-12.990780,28.623065",Paid
NDL-0631,Samuel Tembo,572169/17/7,Chililabombwe Road,1818,Mixed Use,TDR-2006-1723,Leasehold (50 yrs),2024-02-25,None,"-12.979129,28.639884",Paid
NDL-0632,Ruth Kaunda,856300/40/9,Kansenshi,10000,Industrial,TDR-2018-2896,Leasehold (65 yrs),2021-07-22,None,"-12.961845,28.663677",Paid
NDL-0633,Simon Kaluba,922839/37/7,Industrial Area,714,Mixed Use,TDR-2011-7983,Leasehold (50 yrs),2012-08-17,None,"-12.980126,28.664251",Arrears
NDL-0634,Beatrice Kaunda,775182/19/9,Mushili,20000,Agricultural,TDR-2005-8197,Freehold,2018-04-05,Auctioned,"-12.968782,28.654488",Paid
NDL-0635,PanAfrican Cement Group,171576/10/1,Lubuto,1500,Agricultural,TDR-2008-2310,Freehold,2018-09-16,Mortgaged,"-12.974563,28.659627",Paid
NDL-0636,Chibwe Phiri,123943/23/7,Chifubu,800,Residential,TDR-2019-4080,State Land,2011-03-02,None,"-12.989828,28.661035",Paid
NDL-0637,Grace Sitali,705598/23/4,Mapalo,532,Mixed Use,TDR-2005-3732,Leasehold (99 yrs),2010-11-04,None,"-12.993181,28.634813",Paid
NDL-0638,Victor Sichone,176323/50/6,Itawa,753,Mixed Use,TDR-2018-3388,State Land,2013-03-26,None,"-12.969788,28.651777",Paid
NDL-0639,Thandiwe Phiri,608794/40/9,Chipulukusu,1500,Commercial,TDR-2010-6651,Leasehold (99 yrs),2012-01-21,None,"-12.969027,28.621066",Arrears
NDL-0640,Mwansa Mumba,603931/14/3,Twapia,5000,Agricultural,TDR-2018-7914,State Land,2024-10-03,None,"-12.971603,28.633533",Paid
NDL-0641,Mary Mwanza,144025/23/2,Chililabombwe Road,1932,Mixed Use,TDR-2005-5200,Leasehold (50 yrs),2011-01-02,None,"-12.993891,28.663711",Paid
NDL-0642,James Sichone,585433/30/7,Railway Line,5000,Agricultural,TDR-2005-5278,Leasehold (99 yrs),2021-07-14,Mortgaged,"-12.983249,28.666548",Paid
NDL-0643,David Mwanza,438894/22/1,Kabushi,400,Residential,TDR-2015-3841,Leasehold (50 yrs),2008-04-05,None,"-12.975586,28.638097",Paid
NDL-0644,Ruth Lungu,935976/48/8,Mapalo,500,Residential,TDR-2024-5242,State Land,2009-11-02,None,"-12.979443,28.663875",Paid
NDL-0645,Lubuto Cooperative Group,212782/32/5,Chililabombwe Road,1599,Mixed Use,TDR-2020-3433,Leasehold (50 yrs),2007-10-17,None,"-12.965672,28.635128",Paid
NDL-0646,Peter Tembo,152265/11/9,Mushili,10000,Agricultural,TDR-2011-6561,Leasehold (50 yrs),2007-07-29,None,"-12.984258,28.647122",Paid
NDL-0647,Michael Tembo,317178/11/2,Itawa,2000,Industrial,TDR-2018-8645,Freehold,2007-08-30,None,"-12.987078,28.664914",Paid
NDL-0648,Simon Kaunda,640862/35/4,Railway Line,1290,Mixed Use,TDR-2007-8748,State Land,2024-08-04,None,"-12.992710,28.625300",Paid
NDL-0649,Nelson Ndalama,814703/24/2,Lubuto,1500,Agricultural,TDR-2017-2401,State Land,2010-06-14,None,"-12.988597,28.631200",Paid
NDL-0650,James Zulu,954777/16/5,Chililabombwe Road,700,Residential,TDR-2008-9993,Leasehold (99 yrs),2009-11-06,None,"-12.989304,28.629534",Paid
NDL-0651,ZamBuild Group,633783/12/4,Chililabombwe Road,200,Residential,TDR-2018-9279,State Land,2021-03-28,None,"-12.988091,28.632295",Paid
NDL-0652,Grace Lungu,599622/44/8,Kitwe Road,250,Commercial,TDR-2021-1656,Leasehold (65 yrs),2013-01-16,None,"-12.989849,28.642006",Paid
NDL-0653,Brian Kaluba,738864/33/2,Town Centre,2000,Agricultural,TDR-2010-8394,Leasehold (99 yrs),2016-03-10,None,"-12.989953,28.664295",Paid
NDL-0654,Ruth Banda,734401/50/1,Ndeke,20000,Agricultural,TDR-2022-9189,Leasehold (99 yrs),2020-11-28,Auctioned,"-12.962454,28.669648",Paid
NDL-0655,Grace Lungu,995365/47/2,Ndeke,450,Residential,TDR-2023-8859,Leasehold (99 yrs),2021-11-24,None,"-12.992056,28.653508",Paid
NDL-0656,Joseph Banda,104138/50/1,Industrial Area,344,Mixed Use,TDR-2010-2619,Leasehold (65 yrs),2022-06-18,None,"-12.993214,28.634894",Paid
NDL-0657,Patrick Sitali,213982/41/4,Chipulukusu,200,Residential,TDR-2021-4126,Leasehold (99 yrs),2014-12-12,Boundary_Dispute,"-12.991691,28.645928",Paid
NDL-0658,Ndola Minerals Enterprises,722214/27/7,Kitwe Road,350,Residential,TDR-2007-5979,Leasehold (65 yrs),2017-01-31,None,"-12.966416,28.661578",Paid
NDL-0659,Joseph Banda,572787/28/2,Chifubu,200,Residential,TDR-2009-3832,Leasehold (50 yrs),2022-01-17,None,"-12.993754,28.635123",Paid
NDL-0660,Nchimunya Zulu,970648/19/1,Mapalo,500,Residential,TDR-2011-6178,Leasehold (50 yrs),2017-03-22,None,"-12.994054,28.643332",Paid
NDL-0661,George Kapasa,416494/10/1,Garden,400,Commercial,TDR-2023-1348,Leasehold (50 yrs),2007-11-04,None,"-12.992850,28.652090",Paid
NDL-0662,Peter Banda,212307/48/8,Twapia,319,Mixed Use,TDR-2019-6371,Leasehold (99 yrs),2024-10-09,None,"-12.972387,28.633232",Paid
NDL-0663,Mukuka Tembo,686776/15/7,Lubuto,1000,Commercial,TDR-2005-8022,Leasehold (50 yrs),2014-11-17,None,"-12.985036,28.642426",Paid
NDL-0664,Simon Sitali,854906/33/4,Railway Line,1200,Commercial,TDR-2024-8039,State Land,2019-10-17,None,"-12.990353,28.670948",Paid
NDL-0665,James Sichone,457465/15/3,Ndeke,3000,Industrial,TDR-2022-5290,Leasehold (65 yrs),2005-02-12,None,"-12.982482,28.634638",Paid
NDL-0666,Samuel Mumba,517093/20/4,Twapia,5000,Industrial,TDR-2006-2932,State Land,2011-02-12,None,"-12.973248,28.659402",Paid
NDL-0667,Chibwe Mulilo,576846/18/3,Railway Line,3000,Agricultural,TDR-2010-7183,Freehold,2010-06-17,None,"-12.995589,28.630778",Paid
NDL-0668,Patricia Mwape,202986/43/2,Masala,20000,Industrial,TDR-2020-3301,Leasehold (99 yrs),2015-12-13,None,"-12.993707,28.663999",Arrears
NDL-0669,ZamBuild PLC,514540/47/5,Mapalo,10000,Industrial,TDR-2008-6941,Leasehold (65 yrs),2021-03-02,None,"-12.985038,28.646991",Paid
NDL-0670,Mary Phiri,777611/36/6,Chipulukusu,1470,Mixed Use,TDR-2011-6448,Leasehold (65 yrs),2024-11-19,Caveat,"-12.983955,28.634194",Paid
NDL-0671,Beatrice Chola,218067/13/5,Garden,20000,Industrial,TDR-2008-9696,State Land,2017-04-22,None,"-12.976759,28.673668",Paid
NDL-0672,Mary Chola,442547/39/8,Masala,700,Residential,TDR-2011-1804,Leasehold (99 yrs),2005-08-19,None,"-12.988779,28.640751",Arrears
NDL-0673,Chipo Sichone,110405/43/7,Ndeke,8000,Industrial,TDR-2007-8528,State Land,2005-06-02,None,"-12.968313,28.632785",Paid
NDL-0674,Mukuka Banda,647136/28/7,Garden,8000,Industrial,TDR-2021-9935,Leasehold (99 yrs),2022-12-16,None,"-12.987750,28.659473",Paid
NDL-0675,Peter Lungu,382839/42/2,Chililabombwe Road,1728,Mixed Use,TDR-2022-1373,State Land,2010-12-05,None,"-12.978901,28.653600",Paid
NDL-0676,Ndola Minerals Resources,415253/19/6,Masala,600,Residential,TDR-2010-5215,Leasehold (99 yrs),2021-12-06,None,"-12.963118,28.642218",Paid
NDL-0677,Joseph Mumba,239052/11/1,Northrise,500,Residential,TDR-2016-7135,Leasehold (65 yrs),2011-05-16,None,"-12.962454,28.672913",Paid
NDL-0678,Ndola Minerals Ltd,316294/42/3,Ndeke,1200,Commercial,TDR-2022-5767,Leasehold (99 yrs),2023-04-14,None,"-12.976630,28.663586",Paid
NDL-0679,Central Agro Holdings,336246/48/6,Masala,1500,Commercial,TDR-2009-4406,Leasehold (65 yrs),2012-06-26,None,"-12.969785,28.668761",Paid
NDL-0680,Mary Sitali,653308/30/3,Lubuto,1057,Mixed Use,TDR-2024-3873,Leasehold (65 yrs),2023-07-18,None,"-12.985246,28.639784",Paid
NDL-0681,PanAfrican Cement Ltd,133590/44/8,Ndeke,800,Residential,TDR-2005-7658,Leasehold (65 yrs),2013-06-30,None,"-12.975377,28.640058",Paid
NDL-0682,Lubuto Cooperative Resources,792175/17/4,Mapalo,1185,Mixed Use,TDR-2014-2464,State Land,2022-09-01,Mortgaged,"-12.960189,28.622906",Paid
NDL-0683,Samuel Banda,873181/24/8,Itawa,5000,Industrial,TDR-2020-5384,Freehold,2023-01-21,None,"-12.993256,28.621885",Paid
NDL-0684,George Chanda,783332/13/9,Northrise,2000,Industrial,TDR-2022-2916,Leasehold (50 yrs),2012-07-03,None,"-12.961378,28.629357",Paid
NDL-0685,Copperbelt Logistics Co,823122/22/7,Masala,402,Mixed Use,TDR-2012-8408,State Land,2022-02-01,None,"-12.990967,28.674194",Paid
NDL-0686,Ndola Minerals Holdings,902156/35/9,Mapalo,1500,Commercial,TDR-2022-3758,Leasehold (65 yrs),2015-04-22,Auctioned,"-12.966263,28.663445",Paid
NDL-0687,Chipo Sitali,916104/47/9,Kansenshi,3000,Industrial,TDR-2024-2152,Freehold,2024-09-15,None,"-12.961382,28.639124",Arrears
NDL-0688,Joseph Kaluba,388886/11/1,Kitwe Road,1474,Mixed Use,TDR-2014-9046,Leasehold (99 yrs),2019-11-27,None,"-12.972296,28.629739",Paid
NDL-0689,George Chanda,606635/21/8,Twapia,1200,Commercial,TDR-2022-1696,Leasehold (50 yrs),2021-10-15,None,"-12.981098,28.622848",Paid
NDL-0690,PanAfrican Cement Co,861417/44/2,Town Centre,10000,Agricultural,TDR-2021-5011,Leasehold (65 yrs),2018-07-13,None,"-12.968362,28.648347",Arrears
NDL-0691,Brian Kaluba,259103/20/7,Kansenshi,415,Mixed Use,TDR-2008-5048,Leasehold (65 yrs),2010-07-11,Boundary_Dispute,"-12.990887,28.634752",Paid
NDL-0692,Simon Mulenga,708913/23/4,Lubuto,300,Residential,TDR-2013-6662,Leasehold (50 yrs),2012-10-19,None,"-12.983607,28.656929",Paid
NDL-0693,Moses Banda,613297/46/2,Chililabombwe Road,1831,Mixed Use,TDR-2014-2719,Leasehold (50 yrs),2011-01-25,None,"-12.990044,28.630942",Paid
NDL-0694,Mukuka Phiri,864125/29/5,Masala,250,Residential,TDR-2020-7310,State Land,2021-02-27,None,"-12.963684,28.622239",Paid
NDL-0695,Patricia Chola,711624/33/1,Kabushi,800,Commercial,TDR-2016-7228,Leasehold (65 yrs),2021-07-03,None,"-12.972582,28.642120",Paid
